HGNC ,Kinase Classification,PG.ProteinGroups,[4] Hek293_XO44_invivo_1.raw.PG.Quantity,[5] Hek293_XO44_invivo_2.raw.PG.Quantity,[6] Hek293_XO44_invivo_3.raw.PG.Quantity,[10] HeLa_XO44_invivo_1.raw.PG.Quantity,[11] HeLa_XO44_invivo_2.raw.PG.Quantity,[12] HeLa_XO44_invivo_3.raw.PG.Quantity,average_hek293_X044_invivo,average_hela_X044_invivo
JAK2,TK,O60674,6380.6171875,5305.16748046875,5842.51806640625,3870.10595703125,4073.160400390625,5769.2666015625,5842.767578125,4570.844319661458
KALRN,CAMK,O60229,305.271240234375,239.15402221679688,308.21435546875,635.6327514648438,663.4281616210938,721.2128295898438,284.2132059733073,673.4245808919271
KIT,TK,P10721,699.602294921875,1117.2208251953125,765.674072265625,263.5549011230469,408.7532958984375,159.10122680664062,860.8323974609375,277.136474609375
KSR1,TKL,Q8IVT5,380.6622924804688,304.7431030273437,344.30126953125,613.9638061523438,616.0180053710938,1015.9866333007812,343.2355550130208,748.6561482747396
LATS1,AGC,O95835,16978.220703125,14038.515625,14824.337890625,11377.6484375,11585.8427734375,15139.8798828125,15280.358072916666,12701.123697916666
LATS2,AGC,Q9NRM7,7835.4990234375,5911.08740234375,6990.40478515625,8935.4716796875,9975.7021484375,12092.9169921875,6912.330403645833,10334.696940104166
LIMK1,TKL,P53667,3174.197265625,2930.83984375,2843.927734375,3000.28173828125,3234.4912109375,4139.0380859375,2982.98828125,3457.93701171875
LIMK2,TKL,P53671,6340.416015625,5224.65673828125,5113.92626953125,3170.41845703125,2745.69775390625,3442.7451171875,5559.666341145833,3119.6204427083335
LMTK2,TK,Q8IWU2,499.9995422363281,264.6797180175781,376.8948669433594,246.76914978027344,311.85333251953125,312.76904296875,380.5247090657552,290.4638417561849
LRRK1,TKL,Q38SD2,3692.214599609375,3382.78466796875,2107.04052734375,3559.927734375,4513.060546875,7226.140625,3060.679931640625,5099.709635416667
LRRK2,TKL,Q5S007,2117.96826171875,1419.8909912109375,1211.6099853515625,448.8619384765625,332.255859375,774.0689086914062,1583.1564127604167,518.3955688476562
LYN,TK,P07948,33019.91015625,27872.921875,31249.51953125,17383.7265625,16249.5625,22782.326171875,30714.1171875,18805.205078125
MAP2K1,STE,Q02750,32929.296875,25877.373046875,28528.69921875,12425.5810546875,12518.7685546875,16199.390625,29111.789713541668,13714.580078125
MAP2K2,STE,P36507,70770.40625,56436.61328125,60040.55078125,42948.1953125,43207.3828125,56737.05859375,62415.856770833336,47630.87890625
MAP2K3,STE,P46734,2492.139404296875,2120.610595703125,2045.5345458984373,1063.8026123046875,1189.0638427734375,1492.8726806640625,2219.428181966146,1248.5797119140625
MAP2K4,STE,P45985,5152.98291015625,3833.33837890625,4554.806640625,1493.1368408203125,1517.5504150390625,2107.85107421875,4513.709309895833,1706.179443359375
MAP2K5,STE,Q13163,4743.8779296875,2640.891845703125,4993.49853515625,1419.085205078125,1290.44287109375,1823.561279296875,4126.089436848958,1511.02978515625
MAP2K6,STE,P52564,14994.8046875,11124.259765625,13136.62890625,4559.10546875,4541.83056640625,6693.25927734375,13085.231119791666,5264.731770833333
MAP2K7,STE,O14733,1961.7410888671875,1546.599609375,1880.518798828125,759.7967529296875,766.5127563476562,1167.1185302734375,1796.2864990234375,897.8093465169271
MAP3K1,STE,Q13233,969.8961181640624,886.9354248046875,941.779296875,405.9002685546875,335.03790283203125,455.43408203125,932.8702799479166,398.79075113932294
MAP3K10,TKL,Q02779,1519.695556640625,1527.6893310546875,872.2781372070312,176.78408813476562,180.6373291015625,306.0982666015625,1306.5543416341145,221.17322794596353
MAP3K11,TKL,Q16584,1206.0379638671875,995.2559814453124,997.8042602539062,1120.2469482421875,1578.3880615234375,1616.2955322265625,1066.3660685221355,1438.3101806640625
MAP3K15,STE,Q6ZN16,2227.583251953125,1752.41552734375,1864.4007568359373,774.2036743164062,650.0912475585938,877.5529174804688,1948.1331787109375,767.2826131184896
MAP3K2,STE,Q9Y2U5,6206.71533203125,5032.3291015625,5415.00341796875,4061.484619140625,4326.69140625,5335.3056640625,5551.349283854167,4574.493896484375
MAP3K20,TKL,Q9NYL2,4635.0849609375,3396.97216796875,3955.70849609375,4108.6044921875,4175.03173828125,5674.1865234375,3995.921875,4652.607584635417
MAP3K3,STE,Q99759,15871.8974609375,12224.7841796875,12889.998046875,5600.7119140625,5757.6005859375,7487.1962890625,13662.2265625,6281.836263020833
MAP3K4,STE,Q9Y6R4,6289.6767578125,5207.33154296875,5669.720703125,2125.040283203125,2055.25048828125,2962.3271484375,5722.243001302083,2380.8726399739585
MAP3K5,STE,Q99683,2898.28076171875,2201.021484375,2522.260009765625,820.7503051757812,931.0496215820312,1198.545166015625,2540.520751953125,983.4483642578125
MAP3K6,STE,O95382,3851.637939453125,3285.046142578125,3522.250732421875,1686.201904296875,1782.347900390625,2380.823974609375,3552.978271484375,1949.791259765625
MAP3K7,STE,O43318,5426.2666015625,4645.7724609375,4751.53173828125,3587.56591796875,3564.396484375,4394.3203125,4941.190266927083,3848.7609049479165
MAP4K2,STE,Q12851,646.0088500976562,650.6392822265625,591.0407104492188,1142.7891845703125,1210.291015625,1441.3876953125,629.2296142578125,1264.8226318359375
